OTU_total	Phylum	Class	Order	Family	Genus	OTU	T1_1	T1_2	T1_3	T1_4	T1_5	T1_6	T7_1	T7_2	T7_3	T7_4	T7_5	T7_6	DF_1	DF_2	DF_3	DF_4	DF_5	CF_1	CF_2	CF_3	CF_4	CF_5	CF_6
Otu6670	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu7904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu6671	Chloroflexi	unclassified	unclassified	unclassified	unclassified	Otu7907	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6672	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6673	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7910	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6674	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Solirubrobacteriaceae	Otu7912	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6675	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu7913	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6676	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7916	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6677	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu7917	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6678	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	Otu7920	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6679	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu7921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6680	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu7922	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6681	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu7924	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6682	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7927	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6683	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	Otu7928	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6684	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7929	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6685	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu7930	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6686	Proteobacteria	Alphaproteobacteria	Rhodospirillales	unclassified	unclassified	Otu7931	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6687	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu7932	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6688	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu7934	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6689	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7935	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6690	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu7936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6691	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu7938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6692	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6693	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7940	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6694	Chloroflexi	KD4-96	unclassified	unclassified	unclassified	Otu7941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6695	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7943	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6696	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unclassified	Otu7944	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6697	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6698	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu7947	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6699	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7948	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6700	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu7949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6701	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Otu7951	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6702	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7952	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6703	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6704	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	Otu7955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6705	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu7957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6706	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6707	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu7959	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6708	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	unclassified	Otu7961	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6709	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu7963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6710	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7964	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6711	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Roseiflexus	Otu7965	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6712	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu7966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6713	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	unclassified	Otu7967	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6714	Bacteroidetes	Sphingobacteria	Sphingobacteriales	unclassified	unclassified	Otu7968	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6715	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Frankineae	Otu7969	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6716	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7970	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6717	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Chloroacidobacterium	Otu7972	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6718	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	Otu7973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6719	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu7974	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6720	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6721	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6722	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7977	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6723	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu7980	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6724	Planctomycetes	Phycisphaerae	WD2101	unclassified	unclassified	Otu7981	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6725	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Otu7983	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6726	Bacteroidetes	unclassified	unclassified	unclassified	unclassified	Otu7985	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6727	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7986	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6728	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6729	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu7988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6730	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu7989	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6731	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	Otu7990	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6732	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Roseiflexus	Otu7991	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6733	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	Otu7992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6734	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu7993	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6735	unclassified	unclassified	unclassified	unclassified	unclassified	Otu7995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6736	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	uncultured	Otu7996	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6737	Proteobacteria	Gammaproteobacteria	Legionellales	unclassified	unclassified	Otu7997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6738	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Otu7998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6739	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Pseudonocardineae	Otu7999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6740	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu8000	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6741	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Otu8001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6742	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	Conexibacteraceae	Otu8003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6743	Actinobacteria	Actinobacteria	Rubrobacteridae	Solirubrobacterales	unclassified	Otu8005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6744	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6745	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified	unclassified	Otu8009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6746	Proteobacteria	unclassified	unclassified	unclassified	unclassified	Otu8012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6747	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu8013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6748	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu8014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6749	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Candidatus_Solibacter	Otu8017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6750	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu8018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6751	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu8020	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6752	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu8021	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6753	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu8022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6754	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Otu8023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6755	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu8024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6756	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu8025	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6757	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6758	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Otu8027	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6759	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8030	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6760	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu8031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6761	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8032	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6762	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	unclassified	Otu8033	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6763	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu8034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6764	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6765	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	unclassified	Otu8040	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6766	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu8041	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6767	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micrococcineae	Otu8042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6768	Actinobacteria	Actinobacteria	Rubrobacteridae	AKIW543	unclassified	Otu8044	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6769	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8045	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6770	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8046	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6771	Verrucomicrobia	OPB35	unclassified	unclassified	unclassified	Otu8047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6772	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Chitinophagaceae	unclassified	Otu8048	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6773	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8049	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6774	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified	Otu8050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6775	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu8051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6776	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6777	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6778	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8056	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6779	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6780	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8059	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6781	Cyanobacteria	SubsectionIII	unclassified	unclassified	unclassified	Otu8060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6782	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8061	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6783	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6784	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8066	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6785	Firmicutes	Bacilli	Bacillales	unclassified	unclassified	Otu8067	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6786	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	unclassified	Otu8068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6787	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8069	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6788	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6789	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6790	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6791	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu8073	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6792	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6793	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8076	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6794	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Sphingobacteriaceae	Sphingobacteriaceae	Otu8077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6795	Planctomycetes	Phycisphaerae	WD2101	unclassified	unclassified	Otu8078	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6796	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Roseiflexus	Otu8079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6797	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6798	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	uncultured	Otu8086	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6799	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6800	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8088	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6801	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8089	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6802	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	unclassified	Otu8092	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6803	Actinobacteria	Actinobacteria	Actinobacteridae	Actinomycetales	Micromonosporineae	Otu8094	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6804	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8095	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6805	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8096	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6806	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8097	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6807	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	Terriglobus	Otu8098	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6808	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8099	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6809	Verrucomicrobia	OPB35	unclassified	unclassified	unclassified	Otu8101	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6810	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	unclassified	Otu8102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6811	Proteobacteria	Deltaproteobacteria	Myxococcales	JG37-AG-15	unclassified	Otu8103	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6812	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8104	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6813	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	Otu8107	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6814	Verrucomicrobia	OPB35	unclassified	unclassified	unclassified	Otu8108	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6815	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae	unclassified	Otu8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6816	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	Otu8110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu6817	unclassified	unclassified	unclassified	unclassified	unclassified	Otu8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
